OBJECTID,BUSINESS_ID,SCORE,DATE_,DESCRIPTION,TYPE
11687,DCCC6ED5-103B-17C5-4858A9828639BABA,93.5,2013-12-10T00:00:00.000Z,,routine
11688,A420E689-90FE-A999-D942B066DF4D6C46,93.5,2013-12-12T00:00:00.000Z,,routine
11689,FBD2D7AA-0D82-8D5B-52F3906CC67A87DA,93.5,2013-12-16T00:00:00.000Z,,routine
11690,496619,93.5,2013-12-19T00:00:00.000Z,,routine
11691,497583,93.5,2013-12-27T00:00:00.000Z,,routine
11692,499801,93.5,2013-12-30T00:00:00.000Z,,routine
11693,13B29D63-E9F4-14C3-64C4A456644C7EFB,93.5,2013-12-31T00:00:00.000Z,,routine
11694,498009,92,2013-12-11T00:00:00.000Z,,routine
11695,695EA042-900B-1441-6E1F16A503955467,92,2013-12-12T00:00:00.000Z,,routine
11696,501828,92,2014-01-09T00:00:00.000Z,,routine
11697,527104,92,2014-01-15T00:00:00.000Z,,routine
11698,D9714CE2-AEAF-20CD-BE9CA58899527EF2,92,2014-01-15T00:00:00.000Z,,routine
11699,501571,92,2014-01-30T00:00:00.000Z,,routine
11700,21467C7A-B56E-A071-565BB999C8E0D46A,92,2014-01-31T00:00:00.000Z,,routine
11701,5CA32AF8-12DC-8A8D-B7F011B81F2412F5,92,2014-02-04T00:00:00.000Z,,routine
11702,506948,92,2014-02-18T00:00:00.000Z,,routine
11703,194B6619-1014-8C9B-876412C4C14823C6,92,2014-02-19T00:00:00.000Z,,routine
11704,9711E454-DF9E-8A93-B12A486CF9E69836,92,2014-02-19T00:00:00.000Z,,routine
11705,503749,92,2014-02-21T00:00:00.000Z,,routine
11706,495567,92.5,2012-09-27T00:00:00.000Z,,routine
11707,498855,92.5,2012-09-27T00:00:00.000Z,,routine
11708,527213,92.5,2012-10-08T00:00:00.000Z,,routine
11709,496700,92.5,2012-10-09T00:00:00.000Z,,routine
11710,12710175-CB1B-15ED-1D328B502B7A6011,92.5,2012-10-11T00:00:00.000Z,,routine
11711,501890,92.5,2012-10-18T00:00:00.000Z,,routine
11712,8B6E618E-A238-3212-7FFD7A06BEF75EFB,93,2012-10-11T00:00:00.000Z,,routine
11713,4DF8DD4D-3048-98E5-1AA1F7F2F8DBB0F9,93,2012-10-16T00:00:00.000Z,,routine
11714,BAF57704-1422-201B-194EA2F8D7034481,93,2012-10-22T00:00:00.000Z,,routine
11715,05008F2F-FCE8-88F4-5F095F39D806CD3D,93,2012-10-23T00:00:00.000Z,,routine
11716,F21A8F42-9D96-691C-0EB0AA670752DDEC,93,2012-10-23T00:00:00.000Z,,routine
11717,496658,93,2012-10-25T00:00:00.000Z,,routine
11718,8578B75A-1475-13A5-0C46DB9E325AFF9E,93,2012-10-25T00:00:00.000Z,,routine
11719,953BAD21-EF87-026D-A187D9872CAD91BF,93,2012-10-26T00:00:00.000Z,,routine
11720,FE1B92D7-CE90-958B-58E90912B04463D9,93,2012-11-06T00:00:00.000Z,,routine
11721,B266D9C7-9E82-E34C-2FE9CC313E3B649F,93,2012-11-08T00:00:00.000Z,,routine
11722,10CCCF7C-1447-1195-3E3A106F4313A94F,93,2012-11-19T00:00:00.000Z,,routine
11723,88D77601-086B-BDE9-F2928F9671031896,93,2012-11-20T00:00:00.000Z,,routine
11724,7EE78167-FF08-9383-B42A58F32B9B7CCB,93,2012-11-20T00:00:00.000Z,,routine
11725,501962,93,2012-11-28T00:00:00.000Z,,routine
11726,FE34364C-CD56-18FB-DE938771F8D7A1F1,93,2012-11-29T00:00:00.000Z,,routine
11727,A3F9F7DE-F3F4-6DD0-2B33EF1C82AD3A3E,93,2012-12-04T00:00:00.000Z,,routine
11728,D422ED3B-0EDD-0E9D-903C9BB5F34539E5,93,2012-12-06T00:00:00.000Z,,routine
11729,501463,93,2012-12-11T00:00:00.000Z,,routine
11730,B5DA1649-3048-94EE-98A4ED10B4285F03,93,2012-12-12T00:00:00.000Z,,routine
11731,152C778A-1675-16D0-A903EC066FCB1B91,93,2012-12-13T00:00:00.000Z,,routine
11732,70F1E11C-B94B-83AE-AB81FF48927AD716,93,2012-12-14T00:00:00.000Z,,routine
11733,500163,93,2013-03-01T00:00:00.000Z,,routine
11734,2487ED63-02ED-E6E7-C0613175233B200C,93,2013-03-05T00:00:00.000Z,,routine
11735,11162B11-B128-14FC-31E5CEB56293B170,93,2013-03-11T00:00:00.000Z,,routine
11736,B2D84194-E375-84CE-2900B754AB4777C5,93,2013-03-12T00:00:00.000Z,,routine
11737,B1BCAD9F-1422-201B-1989A09AA111363B,93,2013-03-12T00:00:00.000Z,,routine
11738,856A1C0F-C0A3-1092-4834EDD750D86AA6,93,2013-03-18T00:00:00.000Z,,routine
11739,A45AE57D-F8BE-DCCB-E3871545054FBCAB,93,2013-03-20T00:00:00.000Z,,routine
11740,494864,93,2013-03-21T00:00:00.000Z,,routine
11741,9F0CBEEB-3048-94EE-987D1FD98A0850BA,93,2013-03-26T00:00:00.000Z,,routine
11742,17BA787B-1973-12EE-35B21134949E1243,93,2013-03-27T00:00:00.000Z,,routine
11743,F979AAF9-0902-8737-B177E6673AA6731D,93,2013-03-28T00:00:00.000Z,,routine
11744,AD6F611C-CABA-98DA-0C0D8D9DA14A3D7D,93,2013-04-08T00:00:00.000Z,,routine
11745,9369A055-CBCF-1942-AA18566548044B19,93,2013-04-11T00:00:00.000Z,,routine
11746,E5401410-C7DC-B8AD-4D4D25A9F3DF6CAF,93,2013-04-12T00:00:00.000Z,,routine
11747,501639,93,2013-04-18T00:00:00.000Z,,routine
11748,BAF57704-1422-201B-194EA2F8D7034481,93,2013-04-19T00:00:00.000Z,,routine
11749,4B6701EF-9BE7-5832-E35BE2770D734BDA,93,2013-04-22T00:00:00.000Z,,routine
11750,8B5328A8-B2E0-4E19-155FDA6E9403376C,93,2013-04-24T00:00:00.000Z,,routine
11751,EF89241B-E261-9B19-98A6C46F629F0FF2,94.5,2013-04-26T00:00:00.000Z,,routine
11752,0F7B6ECB-A771-FCF4-C152187E370E220E,94.5,2013-04-29T00:00:00.000Z,,routine
11753,500849,94.5,2013-05-07T00:00:00.000Z,,routine
11754,501463,94.5,2013-05-14T00:00:00.000Z,,routine
11755,498530,94.5,2013-05-15T00:00:00.000Z,,routine
11756,497161,94.5,2013-05-21T00:00:00.000Z,,routine
11757,0B4D3655-9183-E0D4-0A8CDF1A87CBBD98,94.5,2013-05-28T00:00:00.000Z,,routine
11758,495521,94.5,2013-05-30T00:00:00.000Z,,routine
11759,495472,94.5,2013-05-31T00:00:00.000Z,,routine
11760,5CDBEB03-BDFA-0FA2-ED13BC5BA297DCE5,94.5,2013-06-03T00:00:00.000Z,,routine
11761,500170,95,2012-12-21T00:00:00.000Z,,routine
11762,501051,95,2012-12-27T00:00:00.000Z,,routine
11763,173E3FC1-6806-1515-303E1059629678D2,95,2013-01-02T00:00:00.000Z,,routine
11764,497865,95,2013-10-15T00:00:00.000Z,,routine
11765,496310,95,2013-10-15T00:00:00.000Z,,routine
11766,C4C31083-1315-A7FC-6C9E1114738FE7BE,95,2013-10-18T00:00:00.000Z,,routine
11767,499719,95,2013-10-18T00:00:00.000Z,,routine
11768,498724,95,2013-10-24T00:00:00.000Z,,routine
11769,BA924BE0-99F4-5DBE-0C963B9FF9B3FA51,95,2013-10-25T00:00:00.000Z,,routine
11770,527499,95,2013-10-28T00:00:00.000Z,,routine
11771,07AF62B1-CFE4-B82A-57CE42A324E9E64E,95,2013-10-29T00:00:00.000Z,,routine
11772,16BDD367-1088-10C6-EF6A868400CF1D52,95,2013-10-29T00:00:00.000Z,,routine
11773,3A79B5FB-F0A0-929F-9B25D53F1B72C341,95,2013-10-29T00:00:00.000Z,,routine
11774,498540,95,2013-10-29T00:00:00.000Z,,routine
11775,497919,95,2013-10-30T00:00:00.000Z,,routine
11776,1351D77D-1355-BFB3-400E6556F53D09DB,95,2013-11-05T00:00:00.000Z,,routine
11777,A3B7B03D-FC54-91AA-5C8F20874940EDDD,95,2013-11-05T00:00:00.000Z,,routine
11778,AF2154DC-9D8B-C626-06AE93716E6F9825,95,2013-11-06T00:00:00.000Z,,routine
11779,501074,96,2013-10-08T00:00:00.000Z,,routine
11780,BA7F73B3-B030-5916-C4387364BCCF721F,88,2013-06-06T00:00:00.000Z,,routine
11781,508970,88,2013-06-12T00:00:00.000Z,,routine
11782,12710175-CB1B-15ED-1D328B502B7A6011,88,2013-06-18T00:00:00.000Z,,routine
11783,817E2F7B-5322-1469-E56F75490BB37BEF,88,2013-08-28T00:00:00.000Z,,routine
11784,495604,88,2013-10-08T00:00:00.000Z,,routine
11785,496662,88,2013-12-03T00:00:00.000Z,,routine
11786,13BD246E-B337-12BD-FF1C160B344A80C4,88.5,2012-09-25T00:00:00.000Z,,routine
11787,500452,88.5,2013-03-12T00:00:00.000Z,,routine
11788,75B42EAD-DA0E-A995-E49EE7F0B94FC66E,88.5,2013-04-02T00:00:00.000Z,,routine
11789,B5D8B3F1-C348-6E57-CC2046EF3D9E2BAB,88.5,2013-05-02T00:00:00.000Z,,routine
11790,D465AE6F-D5C1-B732-EF07F0FBE88F1806,88.5,2013-07-17T00:00:00.000Z,,routine
11791,A3F9F7DE-F3F4-6DD0-2B33EF1C82AD3A3E,88.5,2013-10-28T00:00:00.000Z,,routine
11792,12710175-CB1B-15ED-1D328B502B7A6011,88.5,2014-01-23T00:00:00.000Z,,routine
11793,14699CE7-16EA-107F-5785A741541502FF,89,2012-11-27T00:00:00.000Z,,routine
11794,501890,89,2013-05-09T00:00:00.000Z,,routine
11795,F98FC85C-EF4F-63B2-BF7BC6D53B4677CC,94.5,2013-07-05T00:00:00.000Z,,routine
11796,497269,94.5,2013-07-12T00:00:00.000Z,,routine
11797,70F1E11C-B94B-83AE-AB81FF48927AD716,94.5,2013-07-17T00:00:00.000Z,,routine
11798,45067401-D5A3-7CF2-E359153BE218CEF9,94.5,2013-07-22T00:00:00.000Z,,routine
11799,42CFBE1A-9A50-9869-CE74521773E2B2D5,94.5,2013-07-30T00:00:00.000Z,,routine
11800,173E3FC1-6806-1515-303E1059629678D2,94.5,2013-07-31T00:00:00.000Z,,routine
11801,499801,94.5,2013-08-02T00:00:00.000Z,,routine
11802,501479,94.5,2013-08-05T00:00:00.000Z,,routine
11803,9B42E620-E415-F0F9-DC121151557DC3AD,94.5,2013-08-05T00:00:00.000Z,,routine
11804,15150685-D8CC-D827-3CCB1583AC789382,94.5,2013-08-05T00:00:00.000Z,,routine
11805,500148,94.5,2013-08-06T00:00:00.000Z,,routine
11806,527253,94.5,2013-08-08T00:00:00.000Z,,routine
11807,763BB91D-D57A-96F3-D84C95C524FC47E9,94.5,2013-08-08T00:00:00.000Z,,routine
11808,5133DCF2-04B5-55F3-98CF917D6654B8CA,94.5,2013-08-12T00:00:00.000Z,,routine
11809,856A1C0F-C0A3-1092-4834EDD750D86AA6,94.5,2013-08-14T00:00:00.000Z,,routine
11810,499940,94.5,2013-08-16T00:00:00.000Z,,routine
11811,501176,94.5,2013-08-19T00:00:00.000Z,,routine
11812,ACC3D7EF-3048-98E5-1A3840B68B7267C1,94.5,2013-08-20T00:00:00.000Z,,routine
11813,6E135C2F-3048-94EE-98E68CC4D892E793,94.5,2013-08-28T00:00:00.000Z,,routine
11814,56A38CA8-8F7A-11A4-9AA611AE348C7EB2,94.5,2013-09-05T00:00:00.000Z,,routine
11815,13E63639-13DF-13EB-F1A0679523BCA5CF,94.5,2013-09-05T00:00:00.000Z,,routine
11816,500833,94.5,2013-09-09T00:00:00.000Z,,routine
11817,16BDD367-1088-10C6-EF6A868400CF1D52,90,2013-04-25T00:00:00.000Z,,routine
11818,496789,90,2013-05-10T00:00:00.000Z,,routine
11819,14C209AC-794A-10A6-FA1F71D149FDA222,90,2013-05-23T00:00:00.000Z,,routine
11820,88D77601-086B-BDE9-F2928F9671031896,90,2013-05-29T00:00:00.000Z,,followup
11821,500463,90,2013-06-17T00:00:00.000Z,,routine
11822,499539,90,2013-06-18T00:00:00.000Z,,routine
11823,D120BD74-AE87-0B9A-34D342FFD2CD7070,90,2013-06-24T00:00:00.000Z,,routine
11824,9EF8E1F2-F222-3AD3-2CCD647EDEC86D29,90,2013-06-24T00:00:00.000Z,,routine
11825,CE9D7EC4-11C7-153B-1A8BA6ABC0E5AF53,90.5,2013-12-18T00:00:00.000Z,,routine
11826,497962,90.5,2013-12-20T00:00:00.000Z,,routine
11827,498694,90.5,2014-02-06T00:00:00.000Z,,routine
11828,E2CF5DE1-B49E-4F25-73DCB7857C77A84A,90.5,2014-02-10T00:00:00.000Z,,routine
11829,193677FB-AA9D-CFFE-E626122C5F6C331D,90.5,2014-02-20T00:00:00.000Z,,routine
11830,527253,90.5,2014-02-24T00:00:00.000Z,,routine
11831,562DE7A5-F8F0-A41F-6CEF01732087E190,90.5,2014-02-26T00:00:00.000Z,,followup
11832,A9342359-F02F-5E6F-18245DCD2D6AC023,91,2012-09-11T00:00:00.000Z,,routine
11833,3E55D37D-93A8-7497-18BDD860E97D0761,91,2012-10-12T00:00:00.000Z,,followup
11834,494709,91,2012-11-05T00:00:00.000Z,,routine
11835,501038,91,2012-11-21T00:00:00.000Z,,routine
11836,6DDD824A-C437-8036-AAE46F5FA104B727,91,2012-12-14T00:00:00.000Z,,routine
11837,497477,91,2012-12-14T00:00:00.000Z,,routine
11838,496898,91,2012-12-17T00:00:00.000Z,,routine
11839,3E488BE4-EA58-EBB5-0F1B2A6C024A1D18,91,2012-12-20T00:00:00.000Z,,routine
11840,FC8CF4C5-A7CA-934B-1E101135DAD3ABD4,91,2013-01-23T00:00:00.000Z,,routine
11841,501775,91,2013-01-24T00:00:00.000Z,,routine
11842,498535,91,2013-02-15T00:00:00.000Z,,routine
11843,501348,91,2013-03-01T00:00:00.000Z,,routine
11844,4B5FBC8A-0BAE-A63F-DA41A4A021E4BB55,91,2013-03-18T00:00:00.000Z,,routine
11845,D78700C4-3048-9838-FC5348905D91821E,91,2013-03-20T00:00:00.000Z,,routine
11846,D052CA13-EFA5-12D5-5E3E12CA07792E9C,90,2013-07-31T00:00:00.000Z,,routine
11847,39B31FB1-0DCE-1B22-C8AD74EBF2BEF3B5,90,2013-08-05T00:00:00.000Z,,routine
11848,11162B11-B128-14FC-31E5CEB56293B170,90,2013-08-09T00:00:00.000Z,,routine
11849,527907,90,2013-08-13T00:00:00.000Z,,routine
11850,28F4897F-AD09-5F2C-C762085417B50EB9,90,2013-08-26T00:00:00.000Z,,routine
11851,A04BE684-3048-98E5-1A8B00C558F82751,90,2013-08-28T00:00:00.000Z,,routine
11852,10059478-C540-1703-0F2CFAA3AD7FFDD8,90,2013-08-30T00:00:00.000Z,,routine
11853,E5401410-C7DC-B8AD-4D4D25A9F3DF6CAF,90,2013-09-16T00:00:00.000Z,,routine
11854,496550,90,2013-09-18T00:00:00.000Z,,routine
11855,499104,90,2013-09-19T00:00:00.000Z,,routine
11856,2B513A43-E231-EBD6-6BE6DBC3BB795F6B,90,2013-09-20T00:00:00.000Z,,routine
11857,527555,90,2013-09-24T00:00:00.000Z,,routine
11858,81B23E79-0129-72D8-68DDAA44DC137787,90,2013-09-27T00:00:00.000Z,,routine
11859,B85C2CAD-A315-82FC-C44B3535BD0A2BEF,90,2013-10-04T00:00:00.000Z,,routine
11860,500348,90,2013-10-07T00:00:00.000Z,,routine
11861,159E2AEF-686E-B827-2288D3C90428D3DC,90,2013-10-11T00:00:00.000Z,,routine
11862,56BFE69F-F1E8-BB43-6A8BB933E2AA8926,90,2013-10-17T00:00:00.000Z,,routine
11863,ADB4A941-A1C4-8969-A6B314D5D4E8C010,90,2013-10-18T00:00:00.000Z,,routine
11864,501671,91,2013-04-08T00:00:00.000Z,,followup
11865,494709,91,2013-04-10T00:00:00.000Z,,routine
11866,495035,91,2013-04-12T00:00:00.000Z,,routine
11867,498289,91,2013-05-16T00:00:00.000Z,,routine
11868,201ED96C-A040-DAA7-242024F2925075B5,91,2013-05-24T00:00:00.000Z,,routine
11869,1401C278-9748-837E-882812F97DF7DD56,91,2013-06-05T00:00:00.000Z,,routine
11870,261FC051-CFF5-1C8A-E0B8A0246DC5D440,91,2013-06-06T00:00:00.000Z,,routine
11871,501464,91,2013-06-07T00:00:00.000Z,,routine
11872,126909A7-120F-101B-F94F10A74EC8B093,91,2013-06-10T00:00:00.000Z,,routine
11873,501350,91,2013-06-12T00:00:00.000Z,,routine
11874,D211760F-0EC0-BCA2-D96C115E14DCA2B6,91,2013-06-13T00:00:00.000Z,,routine
11875,1767649D-161F-AF86-9DBE118623AB0ADA,91,2013-06-14T00:00:00.000Z,,routine
11876,497085,91,2013-06-19T00:00:00.000Z,,routine
11877,499541,91,2013-07-23T00:00:00.000Z,,routine
11878,3FB66923-9FB3-D174-C82AF6FC2735125A,91,2013-07-30T00:00:00.000Z,,routine
11879,9F0CBEEB-3048-94EE-987D1FD98A0850BA,91,2013-08-02T00:00:00.000Z,,routine
11880,498603,94,2013-01-11T00:00:00.000Z,,routine
11881,494971,94,2013-01-17T00:00:00.000Z,,routine
11882,496565,94,2013-01-17T00:00:00.000Z,,routine
11883,508829,94,2013-01-17T00:00:00.000Z,,routine
11884,497065,94,2013-01-22T00:00:00.000Z,,routine
11885,0CEBE91D-EDAB-D86D-EBC7B29B3EBEF7EF,94,2013-01-23T00:00:00.000Z,,routine
11886,509015,94,2013-01-25T00:00:00.000Z,,routine
11887,495327,94,2013-01-28T00:00:00.000Z,,routine
11888,495892,94,2013-01-28T00:00:00.000Z,,routine
11889,501107,94,2013-01-29T00:00:00.000Z,,routine
11890,17A5DDB7-3048-9838-606F8EAF41749C7B,94,2013-01-29T00:00:00.000Z,,routine
11891,500981,94,2013-01-30T00:00:00.000Z,,routine
11892,500797,94,2013-01-30T00:00:00.000Z,,routine
11893,10AAB7A0-568B-ED86-1C7A14F3077A78C9,94,2013-01-30T00:00:00.000Z,,routine
11894,17C47290-E28E-E60D-1F80180618D2777F,94,2013-01-31T00:00:00.000Z,,routine
11895,1396FDA8-1749-1448-B4D48A3C3364F60B,94,2013-02-06T00:00:00.000Z,,routine
11896,991135B6-BAF0-896A-D3880A3294D16B62,94,2013-02-07T00:00:00.000Z,,routine
11897,42CFBE1A-9A50-9869-CE74521773E2B2D5,94,2013-02-08T00:00:00.000Z,,routine
11898,501895,94,2013-02-11T00:00:00.000Z,,routine
11899,6A961844-D495-182D-A2D71359A4DADEB0,94,2013-02-14T00:00:00.000Z,,routine
11900,498023,95,2014-01-02T00:00:00.000Z,,routine
11901,E5293DB4-CE37-E536-B854EF2E0FC4213E,95,2014-01-03T00:00:00.000Z,,routine
11902,74939767-BFE5-9A69-65212AC337C76878,95.5,2013-12-13T00:00:00.000Z,,routine
11903,500278,95.5,2013-12-16T00:00:00.000Z,,routine
11904,AF125C76-E39C-4B8B-62F217061362A39C,95.5,2013-12-16T00:00:00.000Z,,routine
11905,D61C7A82-D602-1442-8732136A791D4881,95.5,2013-12-18T00:00:00.000Z,,routine
11906,85DDEAB2-C05E-535B-A456A7ADFD0FE305,95.5,2013-12-23T00:00:00.000Z,,routine
11907,501464,95.5,2013-12-27T00:00:00.000Z,,routine
11908,30BA598D-3048-9933-803D3DF61BBA26E5,95.5,2013-12-30T00:00:00.000Z,,routine
11909,6E135C2F-3048-94EE-98E68CC4D892E793,95.5,2013-12-30T00:00:00.000Z,,routine
11910,010EBE88-D265-AB66-7F9392ED1ABEA2FC,95.5,2013-12-30T00:00:00.000Z,,routine
11911,D120BD74-AE87-0B9A-34D342FFD2CD7070,95.5,2013-12-31T00:00:00.000Z,,routine
11912,494954,95.5,2014-01-06T00:00:00.000Z,,routine
11913,0124B480-C0F4-15B8-6D8AE96D00E0EB92,95.5,2014-01-07T00:00:00.000Z,,routine
11914,496845,95.5,2014-01-07T00:00:00.000Z,,routine
11915,4E25856C-3048-98E5-1AFA0B2A82162CCC,95.5,2014-01-13T00:00:00.000Z,,routine
11916,500830,95.5,2014-01-13T00:00:00.000Z,,routine
11917,498291,95.5,2014-01-15T00:00:00.000Z,,routine
11918,499541,95.5,2014-01-21T00:00:00.000Z,,routine
11919,CAE4FA17-D35E-14BD-5ECFA5B61A9EA2BA,95.5,2014-01-23T00:00:00.000Z,,routine
11920,B630742D-9C49-A5F4-FC5269B15B2C8E5A,95.5,2014-01-24T00:00:00.000Z,,routine
11921,498427,95.5,2014-01-27T00:00:00.000Z,,routine
11922,A51DFB2F-FC70-3FD0-32A1E7BF59E5D4E5,95.5,2014-01-31T00:00:00.000Z,,routine
11923,AD8A0054-A2BF-488C-46C8A63BEE780E44,95.5,2014-01-31T00:00:00.000Z,,routine
11924,E768D9D0-E273-A23D-1BC527FB6C1EF9D5,95.5,2014-01-31T00:00:00.000Z,,routine
11925,90E1CFA6-105E-1364-33FF8D1B15F7EC5D,95.5,2014-01-31T00:00:00.000Z,,routine
11926,498537,95.5,2014-02-03T00:00:00.000Z,,routine
11927,126B09EF-76C5-14C1-0924154CCC9CC60A,95.5,2014-02-05T00:00:00.000Z,,routine
11928,CB73ED88-E7A6-EA70-429888202F546306,95.5,2014-02-07T00:00:00.000Z,,routine
11929,102BD5D6-9918-1501-C0F310627A616BAB,95.5,2014-02-10T00:00:00.000Z,,routine
11930,173E3FC1-6806-1515-303E1059629678D2,95.5,2014-02-11T00:00:00.000Z,,routine
11931,B2F62BE9-A016-A862-E05B7E3CF276BB86,93,2013-06-03T00:00:00.000Z,,routine
11932,527138,93,2013-06-06T00:00:00.000Z,,routine
11933,500170,93,2013-06-11T00:00:00.000Z,,routine
11934,496260,93,2013-06-12T00:00:00.000Z,,routine
11935,498724,93,2013-06-19T00:00:00.000Z,,routine
11936,E07B2AA4-9DE7-9F10-42914769D7EB9641,93,2013-06-26T00:00:00.000Z,,routine
11937,498476,93,2013-06-27T00:00:00.000Z,,routine
11938,B73D1E05-3048-983B-26C1362BE48A5AE6,93,2013-06-27T00:00:00.000Z,,routine
11939,D080182E-15BB-F12B-4B7082A75E5CD6CE,93,2013-07-03T00:00:00.000Z,,routine
11940,6BE1E453-1830-8EEB-19B31598A2B064E6,93,2013-07-08T00:00:00.000Z,,routine
11941,527249,93,2013-07-09T00:00:00.000Z,,routine
11942,0B2C513A-A8D1-22A5-27B591901FCF70F5,93,2013-07-17T00:00:00.000Z,,routine
11943,F4D55637-6DF0-1295-76C915D717D9874B,93,2013-07-19T00:00:00.000Z,,routine
11944,501571,93,2013-07-22T00:00:00.000Z,,routine
11945,B5DA1649-3048-94EE-98A4ED10B4285F03,93,2013-07-26T00:00:00.000Z,,routine
11946,500981,93,2013-07-31T00:00:00.000Z,,routine
11947,497692,93,2013-08-01T00:00:00.000Z,,routine
11948,142A516C-FB9F-8C80-B1E41398540DF636,93,2013-08-06T00:00:00.000Z,,routine
11949,4B5FBC8A-0BAE-A63F-DA41A4A021E4BB55,93,2013-08-12T00:00:00.000Z,,routine
11950,75B43045-B9D3-61CA-E0BB8A5AA2CC5246,93,2013-08-14T00:00:00.000Z,,routine
11951,494874,93,2013-08-15T00:00:00.000Z,,routine
11952,501502,93,2013-08-22T00:00:00.000Z,,routine
11953,495224,95.5,2014-02-21T00:00:00.000Z,,routine
11954,500003,95.5,2014-02-21T00:00:00.000Z,,routine
11955,7F90C964-AAD8-3981-FC400C92262AAB9E,94,2013-04-05T00:00:00.000Z,,routine
11956,499702,94,2013-04-08T00:00:00.000Z,,routine
11957,508804,94,2013-04-11T00:00:00.000Z,,routine
11958,1203FA0F-15C8-1394-17A014C9C61EB956,94,2013-04-11T00:00:00.000Z,,routine
11959,F9D78239-061A-6098-C1A2858EF7FECA6E,94,2013-04-15T00:00:00.000Z,,routine
11960,3A5EC93E-A45C-6C77-D2662B38159F6BD4,94,2013-04-16T00:00:00.000Z,,routine
11961,499487,94,2013-04-18T00:00:00.000Z,,routine
11962,501138,94,2013-04-24T00:00:00.000Z,,routine
11963,9B2ECF65-E3EC-15F0-A13F17CA8465329D,94,2013-04-24T00:00:00.000Z,,routine
11964,2F48B3E0-A4F6-6029-F8E5BE3B0DE86830,94,2013-04-24T00:00:00.000Z,,routine
11965,500535,94,2013-04-26T00:00:00.000Z,,routine
11966,F040C513-C649-8EB2-9266A1C08DA7E4C1,94,2013-04-29T00:00:00.000Z,,routine
11967,496909,94,2013-04-29T00:00:00.000Z,,routine
11968,EAD93E78-C207-2103-E18AA645BB253640,94,2013-05-03T00:00:00.000Z,,routine
11969,409DB153-3048-98E5-1A02D6B4F6C6C791,94,2013-05-03T00:00:00.000Z,,routine
11970,16629D66-1797-D3F6-740EB064639AB4BF,93,2013-10-03T00:00:00.000Z,,routine
11971,527213,93,2013-10-08T00:00:00.000Z,,routine
11972,495472,93,2013-10-09T00:00:00.000Z,,routine
11973,1E1DBDD0-3048-983B-26ACAB5E9315C50D,93,2013-10-10T00:00:00.000Z,,routine
11974,14B1B4C4-C4B1-DBC5-15A88FB360EE58B5,93,2013-10-17T00:00:00.000Z,,routine
11975,496548,93,2013-10-18T00:00:00.000Z,,routine
11976,81FEA57E-B44D-A76B-76C75D033F4F4DA8,93,2013-10-21T00:00:00.000Z,,routine
11977,61047990-004C-80CC-A839672FA5AD75F1,93,2013-10-22T00:00:00.000Z,,routine
11978,495278,93,2013-10-23T00:00:00.000Z,,routine
11979,BA7F73B3-B030-5916-C4387364BCCF721F,93,2013-10-29T00:00:00.000Z,,routine
11980,8E0FA1B7-D23B-A868-E208BB16952D1A11,93,2013-11-04T00:00:00.000Z,,routine
11981,D9112065-B5E9-BC65-DE9BD4DF68175838,93,2013-11-08T00:00:00.000Z,,routine
11982,CA975670-1422-201B-19460EC19B6F3D2C,93,2013-11-14T00:00:00.000Z,,routine
11983,1EEE7FE4-DE79-1BF7-649F593EF1F6A8A5,93,2013-11-14T00:00:00.000Z,,routine
11984,496883,93,2013-11-18T00:00:00.000Z,,routine
11985,261FC051-CFF5-1C8A-E0B8A0246DC5D440,93,2013-11-20T00:00:00.000Z,,routine
11986,501809,93,2013-11-21T00:00:00.000Z,,followup
11987,03EAC77E-F639-BDD0-9AEA1321571A2A41,93,2013-11-26T00:00:00.000Z,,routine
11988,498739,95,2013-01-02T00:00:00.000Z,,routine
11989,500885,95,2013-01-03T00:00:00.000Z,,routine
11990,499542,95,2013-09-05T00:00:00.000Z,,routine
11991,17C47290-E28E-E60D-1F80180618D2777F,,2012-11-01T00:00:00.000Z,,initial
11992,17C47290-E28E-E60D-1F80180618D2777F,,2013-01-18T00:00:00.000Z,,routine
11993,14C209AC-794A-10A6-FA1F71D149FDA222,,2013-06-25T00:00:00.000Z,,routine
11994,6DB39F0C-DA4B-3D94-1633A128B988F702,,2013-10-04T00:00:00.000Z,,routine
11995,6DB39F0C-DA4B-3D94-1633A128B988F702,,2013-10-07T00:00:00.000Z,,routine
11996,BC6B26AB-9253-7816-C16F0EF3B04886CA,,2014-01-30T00:00:00.000Z,,routine
11997,D9CC795E-EC6E-3CE1-B61D85BA6FFD9147,100,2012-09-19T00:00:00.000Z,,routine
11998,B5F2619E-0655-D00D-F967E695921F7D6B,100,2012-09-27T00:00:00.000Z,,routine
11999,5C9D1CC0-D5ED-29B0-371E750A3DFE3AC3,100,2012-09-28T00:00:00.000Z,,routine
12000,3C601E09-1422-201B-199B4BBE1BF35CF8,100,2012-10-16T00:00:00.000Z,,routine
12001,E5401410-C7DC-B8AD-4D4D25A9F3DF6CAF,91,2014-01-27T00:00:00.000Z,,routine
12002,503760,91,2014-01-28T00:00:00.000Z,,routine
12003,496297,91,2014-02-19T00:00:00.000Z,,routine
12004,5DB14464-13D8-122B-E91B13280887EA67,91,2014-02-21T00:00:00.000Z,,routine
12005,8D8E4741-C828-BC97-2447864D1FDDB24D,91,2014-02-27T00:00:00.000Z,,routine
